reading_score,writing_score,math_score,male,eth_B,eth_C,eth_D,eth_E,parent_edu_bach_deg,parent_edu_h_sch,parent_edu_mast_deg,parent_edu_some_clg,parent_edu_some_h_sch,lunch_standard,test_prep_none
61,62,54,0,1,0,0,0,0,0,0,0,1,1,0
52,51,42,0,1,0,0,0,0,1,0,0,0,1,1
79,78,79,1,0,1,0,0,0,0,0,1,0,1,0
82,74,82,1,0,0,1,0,0,0,1,0,0,1,1
45,50,43,1,0,1,0,0,0,0,0,0,0,0,0
85,93,87,0,0,0,0,1,0,0,0,1,0,1,1
48,53,50,1,0,1,0,0,0,0,0,1,0,0,0
84,75,88,1,1,0,0,0,0,0,0,0,1,1,1
79,76,78,0,1,0,0,0,1,0,0,0,0,0,1
76,70,71,0,0,0,0,1,0,0,0,1,0,0,1
41,43,46,1,0,0,0,0,0,0,0,0,1,1,0
67,58,62,1,0,1,0,0,0,1,0,0,0,1,1
84,86,67,0,0,1,0,0,0,0,0,0,0,1,0
88,87,77,0,0,1,0,0,1,0,0,0,0,1,1
55,54,42,0,0,0,0,1,0,0,0,1,0,0,0
86,81,69,0,0,0,1,0,0,0,0,0,1,0,0
64,61,67,1,1,0,0,0,0,0,0,0,1,1,1
60,55,61,1,0,1,0,0,0,1,0,0,0,0,1
60,58,43,0,0,0,1,0,0,0,0,0,0,0,1
46,46,37,0,1,0,0,0,0,0,0,0,1,1,1
62,56,53,0,0,1,0,0,0,0,0,1,0,1,1
84,82,89,1,0,0,1,0,0,0,1,0,0,1,1
96,92,91,1,0,0,0,0,1,0,0,0,0,1,1
81,85,85,1,0,0,1,0,0,0,0,1,0,1,0
37,35,47,1,0,1,0,0,0,0,0,0,0,1,1
82,80,82,0,1,0,0,0,0,0,0,0,1,1,1
68,67,72,1,1,0,0,0,0,0,0,0,1,1,1
73,74,75,1,0,0,1,0,1,0,0,0,0,1,1
83,77,71,0,0,0,0,0,0,0,0,0,1,1,1
85,85,91,1,0,1,0,0,0,0,1,0,0,1,0
51,54,43,0,0,1,0,0,1,0,0,0,0,0,0
58,67,47,0,0,0,1,0,0,0,1,0,0,0,0
87,91,84,0,0,1,0,0,0,0,0,1,0,1,1
58,56,61,1,1,0,0,0,0,0,0,0,0,0,1
53,58,47,0,0,0,1,0,0,0,0,0,0,0,1
66,73,75,1,0,0,1,0,0,0,0,0,0,0,1
72,69,79,1,0,1,0,0,0,0,1,0,0,1,1
86,80,65,0,0,1,0,0,0,0,0,0,1,0,1
73,70,45,0,0,1,0,0,0,0,0,1,0,0,0
53,52,59,1,0,1,0,0,0,1,0,0,0,0,1
67,62,58,0,0,0,1,0,0,0,0,1,0,0,1
96,99,96,0,0,1,0,0,0,0,0,0,0,1,0
100,100,100,0,0,0,0,1,0,0,0,0,0,1,1
72,74,62,0,0,0,1,0,1,0,0,0,0,0,1
57,54,58,1,0,1,0,0,0,0,0,1,0,0,1
85,82,94,1,0,0,0,1,0,0,0,0,0,1,0
65,61,63,0,1,0,0,0,0,0,0,1,0,1,1
67,73,68,0,0,1,0,0,0,0,0,0,0,1,0
71,73,81,1,0,0,1,0,0,0,0,0,0,1,1
56,51,48,0,0,1,0,0,0,0,0,0,1,0,1
72,70,59,0,0,0,0,0,1,0,0,0,0,1,1
100,100,97,0,0,0,1,0,0,0,0,0,1,1,0
61,69,71,1,0,0,1,0,0,0,0,1,0,1,0
77,77,69,1,1,0,0,0,0,0,0,1,0,1,0
47,49,45,1,0,0,0,0,0,1,0,0,0,0,1
84,85,69,0,0,1,0,0,0,0,1,0,0,1,0
77,77,88,1,0,0,1,0,0,0,0,1,0,1,1
90,88,74,0,1,0,0,0,0,0,0,0,1,0,0
69,68,57,0,1,0,0,0,0,0,0,0,0,1,1
72,71,72,0,0,1,0,0,0,0,0,1,0,1,1
77,69,69,1,0,1,0,0,0,0,0,0,0,1,1
46,43,41,0,0,1,0,0,0,1,0,0,0,0,1
81,81,65,0,0,1,0,0,0,0,1,0,0,0,0
77,78,69,0,0,0,1,0,0,1,0,0,0,1,0
95,93,90,0,1,0,0,0,0,0,1,0,0,1,1
79,74,72,1,0,0,1,0,0,0,0,0,0,1,1
64,70,70,1,0,0,0,1,1,0,0,0,0,1,0
56,58,48,0,1,0,0,0,0,0,0,1,0,0,0
54,52,58,1,0,1,0,0,0,0,0,0,0,1,1
55,54,62,1,1,0,0,0,0,1,0,0,0,1,1
75,69,80,1,0,0,1,0,0,0,0,0,0,1,1
82,79,78,0,0,0,1,0,1,0,0,0,0,1,1
92,97,100,0,0,0,0,1,0,0,0,1,0,1,1
64,62,66,1,0,0,0,0,1,0,0,0,0,1,1
64,70,55,0,0,0,1,0,0,0,1,0,0,1,1
73,68,63,0,0,1,0,0,0,0,0,0,1,1,1
84,90,93,1,0,1,0,0,0,0,0,1,0,1,0
64,72,70,0,1,0,0,0,0,0,0,0,1,1,1
87,92,94,0,1,0,0,0,0,0,0,0,0,1,0
84,85,87,1,0,0,1,0,0,0,0,0,0,1,0
55,48,53,1,0,0,0,1,0,0,0,1,0,1,1
64,75,59,0,0,1,0,0,1,0,0,0,0,1,0
66,62,65,1,1,0,0,0,0,0,0,0,1,1,0
87,85,90,1,0,0,1,0,0,0,0,0,0,1,1
73,78,88,1,0,0,1,0,0,0,0,1,0,1,1
100,95,87,1,0,1,0,0,0,0,0,0,0,1,0
74,70,62,0,0,1,0,0,0,0,0,0,0,1,1
72,64,68,1,0,0,0,0,0,0,0,0,1,0,1
56,55,61,1,0,1,0,0,0,1,0,0,0,1,1
58,60,49,1,0,0,0,0,1,0,0,0,0,0,0
56,57,57,1,1,0,0,0,0,0,0,0,0,0,1
31,38,26,0,0,0,1,0,0,0,0,0,0,0,1
75,73,57,0,0,0,0,1,0,1,0,0,0,0,0
62,60,60,1,1,0,0,0,0,0,0,1,0,0,0
84,82,81,0,0,1,0,0,0,1,0,0,0,1,1
87,81,84,1,0,1,0,0,0,0,0,1,0,1,1
86,98,85,0,0,0,1,0,0,0,0,1,0,1,0
55,55,62,1,0,1,0,0,0,1,0,0,0,0,1
66,60,69,1,0,0,1,0,0,0,0,1,0,0,1
64,70,64,0,0,1,0,0,0,0,0,0,0,1,1
66,73,53,0,1,0,0,0,0,0,0,1,0,0,0
73,71,64,0,1,0,0,0,0,1,0,0,0,0,1
72,62,75,1,0,1,0,0,0,0,0,0,1,1,1
99,100,88,0,0,0,1,0,0,1,0,0,0,1,0
57,58,72,1,0,0,1,0,0,0,0,1,0,1,1
79,77,64,0,0,1,0,0,0,0,0,0,1,0,0
90,82,90,1,0,0,0,1,0,0,0,0,0,0,1
87,90,98,1,0,1,0,0,0,0,0,0,0,1,0
76,74,64,0,0,0,1,0,0,0,0,0,0,1,1
60,57,58,1,0,0,0,0,0,0,0,1,0,0,1
66,64,50,0,0,1,0,0,0,1,0,0,0,0,0
49,41,49,1,0,1,0,0,0,0,0,0,1,1,1
79,80,74,0,0,0,0,1,0,1,0,0,0,1,0
72,70,62,0,0,1,0,0,0,0,0,1,0,0,1
93,93,82,0,0,0,0,0,0,0,0,0,0,1,1
45,41,48,1,0,0,0,0,0,1,0,0,0,0,1
71,72,76,1,0,0,0,1,0,0,0,1,0,1,1
56,47,37,1,0,1,0,0,1,0,0,0,0,0,1
84,81,70,0,0,0,0,1,0,0,0,0,0,0,1
51,52,61,1,0,0,0,0,0,0,0,1,0,1,0
82,82,81,1,1,0,0,0,0,0,0,0,0,1,0
55,49,52,1,0,0,1,0,0,0,0,0,0,1,1
53,55,45,0,1,0,0,0,0,0,0,1,0,0,1
96,86,100,1,0,0,0,0,0,0,0,1,0,1,0
52,45,48,1,1,0,0,0,0,0,0,0,1,0,1
76,76,65,0,0,1,0,0,0,0,0,0,0,1,1
78,78,81,1,0,0,1,0,0,0,0,0,1,1,1
84,78,82,1,1,0,0,0,0,0,0,0,0,1,0
84,87,71,0,0,1,0,0,0,0,0,0,1,0,0
76,74,86,1,0,0,0,1,0,0,0,1,0,1,1
100,99,98,0,0,0,1,0,0,0,0,1,0,1,1
45,45,44,0,0,0,0,0,0,0,0,0,1,0,1
90,88,75,0,0,0,1,0,0,0,0,0,0,0,0
73,68,67,1,0,1,0,0,0,0,0,0,1,1,0
66,61,61,1,0,1,0,0,1,0,0,0,0,0,1
69,67,65,0,0,1,0,0,0,1,0,0,0,1,1
89,92,91,1,1,0,0,0,0,0,0,0,0,1,0
84,82,69,0,0,0,0,0,0,0,0,1,0,1,1
77,70,66,1,1,0,0,0,0,1,0,0,0,0,1
83,78,84,1,0,0,0,1,0,0,0,1,0,1,0
79,79,80,1,0,0,1,0,0,0,0,0,1,0,0
61,54,35,0,0,1,0,0,0,1,0,0,0,0,1
69,76,65,0,0,1,0,0,0,0,0,0,1,1,1
57,51,60,1,0,0,1,0,0,1,0,0,0,0,1
51,46,48,1,1,0,0,0,1,0,0,0,0,0,1
61,66,52,0,0,1,0,0,1,0,0,0,0,1,0
78,76,69,0,0,1,0,0,0,0,0,1,0,1,1
89,95,85,0,0,1,0,0,0,0,0,0,0,1,1
55,49,62,1,0,1,0,0,0,1,0,0,0,1,1
69,68,77,1,0,0,0,1,0,0,0,0,0,0,0
29,30,29,0,0,1,0,0,0,1,0,0,0,1,1
70,67,69,1,0,0,1,0,0,1,0,0,0,0,1
49,50,47,0,1,0,0,0,0,0,0,0,0,1,1
69,68,66,0,1,0,0,0,0,0,0,0,1,1,1
82,79,75,0,0,0,0,0,0,1,0,0,0,1,0
88,90,74,0,0,0,1,0,0,0,0,0,0,0,0
85,90,83,0,0,1,0,0,0,0,0,0,0,1,0
71,80,71,0,0,1,0,0,0,0,0,1,0,1,0
63,57,74,1,1,0,0,0,0,0,0,0,1,1,1
58,49,65,1,0,1,0,0,0,0,0,1,0,0,1
64,66,68,1,0,0,1,0,0,1,0,0,0,1,0
67,62,62,0,0,1,0,0,0,0,0,1,0,0,1
72,74,72,0,1,0,0,0,1,0,0,0,0,1,1
58,52,48,0,0,1,0,0,0,0,0,0,1,0,1
59,58,58,1,0,0,1,0,0,0,0,1,0,1,0
56,57,73,1,1,0,0,0,1,0,0,0,0,0,1
69,74,63,0,0,1,0,0,0,1,0,0,0,1,1
76,73,74,0,0,0,0,1,0,1,0,0,0,1,1
78,80,76,0,0,0,0,1,0,0,0,1,0,1,1
59,65,52,0,0,0,1,0,0,0,0,1,0,0,0
81,73,65,0,1,0,0,0,0,1,0,0,0,1,1
91,81,87,1,0,0,0,1,0,1,0,0,0,1,0
74,81,66,0,1,0,0,0,1,0,0,0,0,1,0
61,60,56,1,0,1,0,0,0,0,0,0,1,0,0
90,89,80,0,0,0,1,0,0,0,0,1,0,1,1
70,69,74,1,0,0,1,0,0,1,0,0,0,0,1
45,38,37,0,0,0,0,1,1,0,0,0,0,1,1
76,67,68,0,0,0,0,1,0,0,0,0,0,1,1
62,62,77,1,0,0,1,0,0,0,0,1,0,1,0
73,63,61,0,0,1,0,0,0,1,0,0,0,1,1
58,52,55,1,0,0,1,0,0,0,0,1,0,1,1
78,81,80,1,0,0,0,0,1,0,0,0,0,1,0
67,59,73,1,0,0,0,1,0,0,0,0,1,0,0
51,54,51,0,0,0,0,1,0,0,0,0,0,1,1
69,68,71,1,0,0,1,0,0,0,0,0,1,1,0
75,72,67,0,0,1,0,0,1,0,0,0,0,0,1
84,87,87,1,0,0,0,0,1,0,0,0,0,1,0
89,89,79,0,0,0,1,0,1,0,0,0,0,1,1
58,55,53,1,0,1,0,0,1,0,0,0,0,0,1
77,77,69,0,0,0,1,0,0,0,0,1,0,1,1
66,67,63,1,0,0,1,0,1,0,0,0,0,0,1
45,45,49,1,1,0,0,0,0,1,0,0,0,0,1
62,60,76,1,1,0,0,0,0,1,0,0,0,1,0
63,56,49,0,0,1,0,0,0,0,0,0,1,1,1
54,67,59,0,0,1,0,0,0,0,0,0,1,1,0
63,54,68,1,0,1,0,0,0,0,0,0,1,0,1
64,66,63,1,0,1,0,0,1,0,0,0,0,1,0
67,63,50,0,1,0,0,0,0,1,0,0,0,0,1
56,53,51,1,0,1,0,0,0,0,0,0,1,0,0
54,50,64,1,0,0,1,0,0,1,0,0,0,1,1
66,69,42,0,0,1,0,0,0,0,0,1,0,0,0
86,79,75,0,0,0,0,1,0,1,0,0,0,1,1
67,70,63,0,0,1,0,0,0,0,0,0,0,1,1
55,56,70,1,0,0,0,1,0,1,0,0,0,1,1
66,63,73,1,0,1,0,0,0,0,0,0,1,1,1
60,50,38,0,1,0,0,0,0,1,0,0,0,0,1
38,27,24,0,1,0,0,0,0,0,0,0,1,0,1
61,66,58,0,1,0,0,0,0,0,0,1,0,0,1
53,55,50,0,1,0,0,0,0,1,0,0,0,1,1
85,91,86,0,0,0,0,1,0,0,0,1,0,1,0
61,58,62,1,0,0,0,1,0,0,0,0,0,1,0
42,41,61,1,1,0,0,0,0,0,0,0,0,1,1
66,59,64,1,0,1,0,0,0,0,0,0,0,0,1
79,81,69,0,0,0,1,0,0,0,0,1,0,1,0
66,72,72,1,0,1,0,0,0,0,1,0,0,0,0
58,57,57,0,0,0,0,1,0,1,0,0,0,0,1
75,68,85,1,0,0,0,1,0,0,0,1,0,1,0
82,91,77,0,0,0,1,0,0,0,1,0,0,1,0
63,62,44,0,0,1,0,0,1,0,0,0,0,0,1
57,56,61,1,0,1,0,0,0,0,0,0,1,0,1
75,77,80,1,0,0,1,0,0,0,0,0,0,1,1
74,73,76,0,0,0,1,0,0,0,0,0,0,1,1
81,76,74,0,1,0,0,0,0,0,0,1,0,0,1
80,73,83,1,0,0,0,1,0,0,0,1,0,1,1
63,67,54,0,0,0,0,0,0,0,0,1,0,1,1
66,66,72,1,0,0,1,0,0,1,0,0,0,1,1
70,65,70,1,0,1,0,0,0,1,0,0,0,1,1
100,100,96,0,0,1,0,0,1,0,0,0,0,1,0
61,58,42,0,0,0,1,0,0,0,0,0,0,0,0
81,80,78,0,0,0,1,0,0,1,0,0,0,1,1
80,83,72,0,0,1,0,0,0,1,0,0,0,1,1
58,54,40,0,0,1,0,0,0,0,1,0,0,0,1
78,77,79,1,0,1,0,0,0,0,1,0,0,1,1
87,79,89,1,0,0,1,0,0,1,0,0,0,1,1
68,66,73,1,0,0,1,0,0,1,0,0,0,0,0
79,75,74,1,0,0,1,0,1,0,0,0,0,0,0
64,55,62,1,0,1,0,0,0,0,0,0,1,1,1
84,80,84,1,0,0,1,0,0,0,0,0,1,1,1
69,75,67,0,0,1,0,0,1,0,0,0,0,1,1
46,42,47,1,1,0,0,0,0,1,0,0,0,1,1
34,36,46,1,0,0,1,0,0,1,0,0,0,1,1
78,78,66,0,0,0,1,0,0,0,0,0,1,1,0
57,56,63,1,0,0,1,0,0,1,0,0,0,0,1
76,83,71,0,0,0,1,0,1,0,0,0,0,1,0
62,61,43,0,0,1,0,0,1,0,0,0,0,0,1
52,44,51,1,0,1,0,0,0,0,0,0,1,1,1
62,60,67,1,1,0,0,0,0,0,0,0,0,0,1
65,61,68,1,0,1,0,0,0,0,0,0,0,0,1
66,62,51,0,0,0,1,0,0,1,0,0,0,1,1
66,65,71,1,0,1,0,0,0,1,0,0,0,1,1
79,81,65,0,0,1,0,0,1,0,0,0,0,1,1
54,52,56,1,0,0,1,0,0,0,0,0,1,0,1
70,72,62,0,0,0,1,0,0,0,0,1,0,1,1
64,67,63,0,0,0,1,0,0,0,0,1,0,1,1
62,64,59,0,0,1,0,0,0,0,0,1,0,0,1
84,86,87,1,1,0,0,0,0,0,0,1,0,1,0
47,44,55,1,0,0,1,0,0,0,0,0,1,1,1
76,77,77,1,0,0,0,1,0,0,0,0,1,1,0
60,61,71,1,0,1,0,0,0,1,0,0,0,1,1
77,73,74,1,0,1,0,0,0,0,0,1,0,0,1
31,36,51,1,0,0,0,0,0,0,0,0,1,1,1
90,92,85,0,0,0,0,0,0,0,0,0,1,1,0
48,46,45,1,0,0,1,0,0,1,0,0,0,1,1
93,93,82,0,0,1,0,0,0,0,0,0,0,0,0
79,84,92,1,0,1,0,0,0,0,0,0,0,1,1
60,63,54,0,0,0,1,0,0,0,1,0,0,1,1
62,66,76,1,0,0,0,1,1,0,0,0,0,1,0
61,60,63,1,0,0,1,0,0,0,0,1,0,0,1
83,78,71,0,1,0,0,0,0,0,0,0,0,1,1
86,92,79,0,1,0,0,0,0,0,0,1,0,1,1
74,81,66,0,0,1,0,0,1,0,0,0,0,0,0
49,51,51,0,0,0,0,0,1,0,0,0,0,1,1
71,67,76,1,0,0,0,1,0,0,0,0,0,1,1
53,46,35,0,0,1,0,0,0,1,0,0,0,0,1
71,75,68,0,0,0,1,0,0,0,0,0,1,1,1
100,95,93,0,0,0,0,1,0,0,0,0,0,1,0
23,19,28,1,0,0,0,0,0,0,0,1,0,0,1
91,96,78,0,0,0,1,0,0,0,1,0,0,1,1
92,95,88,0,0,0,1,0,0,0,0,0,0,1,0
81,80,86,1,0,1,0,0,0,1,0,0,0,1,0
63,66,64,0,0,0,1,0,0,0,1,0,0,1,1
52,46,59,1,0,0,0,0,0,1,0,0,0,1,1
73,67,79,1,0,0,1,0,0,0,0,1,0,1,1
100,100,92,0,0,0,0,1,1,0,0,0,0,0,0
75,69,90,1,0,1,0,0,0,1,0,0,0,1,1
71,78,61,0,0,0,1,0,0,0,1,0,0,0,0
81,71,74,0,0,0,0,1,0,1,0,0,0,1,1
49,46,52,1,1,0,0,0,0,1,0,0,0,1,0
72,70,61,0,0,1,0,0,0,1,0,0,0,1,1
68,60,60,1,1,0,0,0,0,1,0,0,0,1,1
77,73,66,0,0,1,0,0,0,0,0,0,0,1,1
88,78,94,1,0,0,0,1,0,0,0,0,1,1,1
57,56,37,0,0,0,0,0,0,0,0,0,0,0,1
73,70,86,1,0,0,1,0,0,0,0,0,1,1,1
74,72,79,1,0,0,0,1,1,0,0,0,0,0,0
89,98,77,0,0,0,1,0,0,0,0,0,0,0,0
74,71,70,1,0,1,0,0,0,1,0,0,0,1,1
57,44,47,1,0,0,0,0,0,0,0,0,0,0,1
77,74,65,0,0,1,0,0,0,0,0,0,0,0,1
68,64,66,1,0,0,0,0,0,0,0,0,1,1,0
83,76,73,0,1,0,0,0,0,0,0,0,0,1,1
74,70,67,1,0,1,0,0,0,0,0,1,0,0,0
86,83,67,0,1,0,0,0,1,0,0,0,0,1,1
73,71,94,1,0,0,0,1,0,1,0,0,0,1,1
87,85,76,0,0,1,0,0,0,0,0,0,1,1,0
60,58,51,1,0,1,0,0,0,0,0,0,0,1,0
51,57,68,1,0,0,0,1,0,0,0,0,1,1,0
40,44,29,0,0,1,0,0,0,0,0,0,1,0,0
63,75,59,0,0,0,0,1,0,1,0,0,0,1,0
77,73,77,0,0,0,1,0,0,0,0,0,0,1,1
69,65,59,1,0,1,0,0,0,0,0,0,1,0,0
66,59,66,1,0,1,0,0,0,1,0,0,0,0,1
41,43,33,0,0,1,0,0,0,1,0,0,0,0,1
74,71,81,1,0,0,0,1,0,0,0,1,0,1,0
66,70,60,0,0,0,1,0,0,0,0,1,0,0,1
57,53,58,1,1,0,0,0,0,0,0,0,0,0,0
73,70,62,0,0,0,0,1,0,0,0,1,0,1,1
74,68,71,1,0,0,0,1,0,0,0,0,0,1,0
67,67,79,1,1,0,0,0,0,0,0,1,0,1,1
72,70,66,0,1,0,0,0,0,1,0,0,0,1,1
59,64,45,0,0,0,0,0,1,0,0,0,0,1,1
70,76,71,0,0,0,0,1,0,0,0,1,0,1,1
50,54,57,1,0,0,1,0,0,1,0,0,0,1,1
91,88,77,0,0,1,0,0,0,0,0,0,1,1,1
60,53,68,1,0,1,0,0,0,1,0,0,0,1,1
56,57,46,0,0,0,1,0,0,0,0,0,0,0,1
55,57,52,0,0,1,0,0,0,0,0,0,0,1,1
72,72,74,0,1,0,0,0,0,1,0,0,0,1,1
85,87,77,0,1,0,0,0,1,0,0,0,0,0,1
57,53,67,1,0,0,0,0,0,0,0,0,0,1,1
83,83,71,0,0,0,1,0,0,0,0,1,0,0,1
58,47,59,1,1,0,0,0,0,1,0,0,0,1,1
67,67,71,1,0,1,0,0,0,0,1,0,0,1,1
73,80,91,1,0,0,0,1,0,0,0,0,0,0,0
60,54,69,1,0,0,0,1,0,0,0,1,0,1,1
88,85,75,0,0,1,0,0,0,1,0,0,0,1,1
72,74,65,0,0,1,0,0,1,0,0,0,0,1,1
97,96,82,0,0,0,1,0,0,0,0,1,0,1,0
89,82,67,0,1,0,0,0,0,0,0,0,1,1,1
76,71,85,1,0,1,0,0,0,0,0,0,0,1,1
84,84,67,0,0,0,1,0,0,0,0,0,1,0,1
86,87,94,1,1,0,0,0,0,0,0,0,1,1,0
60,65,79,1,1,0,0,0,0,1,0,0,0,1,1
87,82,97,1,0,0,0,1,0,0,0,1,0,1,1
48,51,57,1,1,0,0,0,0,1,0,0,0,1,1
52,51,54,1,1,0,0,0,0,0,0,1,0,1,1
51,44,32,0,1,0,0,0,0,0,0,0,1,1,0
91,89,81,0,1,0,0,0,0,1,0,0,0,1,1
81,79,67,0,0,1,0,0,0,0,0,1,0,1,0
86,82,73,0,0,0,1,0,0,0,0,0,1,1,1
60,63,69,1,0,0,1,0,0,0,0,1,0,0,0
77,74,65,0,0,1,0,0,0,0,0,0,0,1,1
73,68,64,0,0,1,0,0,0,0,0,0,0,0,1
